anio,periodo,codigo_encuesta,encuesta,modulo,verpreguntas,verficha,spss,stata,csv,encuesta_ref,unnamed:_0,dbf,codigo_modulo
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Instituciones Beneficas,"javascript:VerPreguntas('291','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('291','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo08.zip,enaho,,,8
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Mantenimiento de la Vivienda,"javascript:VerPreguntas('291','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('291','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo09.zip,enaho,,,9
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Transportes y Comunicaciones,"javascript:VerPreguntas('291','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('291','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo10.zip,enaho,,,10
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Servicios a la Vivienda,"javascript:VerPreguntas('291','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('291','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo11.zip,enaho,,,11
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,"Esparcimiento , Diversion y Servicios de Cultura","javascript:VerPreguntas('291','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('291','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo12.zip,enaho,,,12
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Vestido y Calzado,"javascript:VerPreguntas('291','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('291','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo13.zip,enaho,,,13
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Gastos de Transferencias,"javascript:VerPreguntas('291','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('291','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo15.zip,enaho,,,15
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Muebles y Enseres,"javascript:VerPreguntas('291','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('291','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo16.zip,enaho,,,16
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Otros Bienes y Servicios,"javascript:VerPreguntas('291','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('291','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo17.zip,enaho,,,17
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Equipamiento del Hogar,"javascript:VerPreguntas('291','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('291','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo18.zip,enaho,,,18
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Producción Agrícola,"javascript:VerPreguntas('291','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('291','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo22.zip,enaho,,,22
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Subproductos Agricolas,"javascript:VerPreguntas('291','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('291','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo23.zip,enaho,,,23
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Producción Forestal,"javascript:VerPreguntas('291','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('291','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo24.zip,enaho,,,24
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Gastos en Actividades Agricolas y/o Forestales,"javascript:VerPreguntas('291','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('291','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo25.zip,enaho,,,25
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Producción Pecuaria,"javascript:VerPreguntas('291','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('291','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo26.zip,enaho,,,26
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Subproductos Pecuarios,"javascript:VerPreguntas('291','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('291','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo27.zip,enaho,,,27
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Gastos en Actividades Pecuarias,"javascript:VerPreguntas('291','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('291','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo28.zip,enaho,,,28
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Sumarias ( Variables Calculadas ),"javascript:VerPreguntas('291','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('291','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo34.zip,enaho,,,34
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Programas Sociales (Miembros del Hogar),"javascript:VerPreguntas('291','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('291','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo37.zip,enaho,,,37
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Ingresos del Trabajador Independiente,"javascript:VerPreguntas('291','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('291','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo77.zip,enaho,,,77
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Bienes y Servicios de Cuidados Personales,"javascript:VerPreguntas('291','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('291','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo78.zip,enaho,,,78
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,Participación Ciudadana,"javascript:VerPreguntas('291','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('291','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo84.zip,enaho,,,84
2011,55,291,Condiciones de Vida y Pobreza - ENAHO,"Gobernabilidad, Democracia y Transparencia","javascript:VerPreguntas('291','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('291','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo85.zip,enaho,,,85
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Características de la Vivienda y del Hogar,"javascript:VerPreguntas('324','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('324','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo01.zip,enaho,,,1
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Características de los Miembros del Hogar,"javascript:VerPreguntas('324','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('324','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo02.zip,enaho,,,2
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Educación,"javascript:VerPreguntas('324','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('324','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo03.zip,enaho,,,3
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Salud,"javascript:VerPreguntas('324','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('324','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo04.zip,enaho,,,4
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Empleo e Ingresos,"javascript:VerPreguntas('324','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('324','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo05.zip,enaho,,,5
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Gastos en Alimentos y Bebidas (Módulo 601),"javascript:VerPreguntas('324','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('324','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo07.zip,enaho,,,7
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Instituciones Beneficas,"javascript:VerPreguntas('324','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('324','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo08.zip,enaho,,,8
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Mantenimiento de la Vivienda,"javascript:VerPreguntas('324','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('324','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo09.zip,enaho,,,9
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Transportes y Comunicaciones,"javascript:VerPreguntas('324','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('324','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo10.zip,enaho,,,10
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Servicios a la Vivienda,"javascript:VerPreguntas('324','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('324','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo11.zip,enaho,,,11
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,"Esparcimiento , Diversion y Servicios de Cultura","javascript:VerPreguntas('324','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('324','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo12.zip,enaho,,,12
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Vestido y Calzado,"javascript:VerPreguntas('324','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('324','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo13.zip,enaho,,,13
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Gastos de Transferencias,"javascript:VerPreguntas('324','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('324','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo15.zip,enaho,,,15
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Muebles y Enseres,"javascript:VerPreguntas('324','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('324','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo16.zip,enaho,,,16
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Otros Bienes y Servicios,"javascript:VerPreguntas('324','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('324','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo17.zip,enaho,,,17
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Equipamiento del Hogar,"javascript:VerPreguntas('324','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('324','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo18.zip,enaho,,,18
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Producción Agrícola,"javascript:VerPreguntas('324','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('324','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo22.zip,enaho,,,22
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Subproductos Agricolas,"javascript:VerPreguntas('324','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('324','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo23.zip,enaho,,,23
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Producción Forestal,"javascript:VerPreguntas('324','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('324','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo24.zip,enaho,,,24
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Gastos en Actividades Agricolas y/o Forestales,"javascript:VerPreguntas('324','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('324','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo25.zip,enaho,,,25
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Producción Pecuaria,"javascript:VerPreguntas('324','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('324','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo26.zip,enaho,,,26
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Subproductos Pecuarios,"javascript:VerPreguntas('324','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('324','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo27.zip,enaho,,,27
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Gastos en Actividades Pecuarias,"javascript:VerPreguntas('324','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('324','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo28.zip,enaho,,,28
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Sumarias ( Variables Calculadas ),"javascript:VerPreguntas('324','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('324','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo34.zip,enaho,,,34
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Programas Sociales (Miembros del Hogar),"javascript:VerPreguntas('324','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('324','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo37.zip,enaho,,,37
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Ingresos del Trabajador Independiente,"javascript:VerPreguntas('324','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('324','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo77.zip,enaho,,,77
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Bienes y Servicios de Cuidados Personales,"javascript:VerPreguntas('324','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('324','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo78.zip,enaho,,,78
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,Participación Ciudadana,"javascript:VerPreguntas('324','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('324','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo84.zip,enaho,,,84
2012,55,324,Condiciones de Vida y Pobreza - ENAHO,"Gobernabilidad, Democracia y Transparencia","javascript:VerPreguntas('324','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('324','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/324-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/324-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/324-Modulo85.zip,enaho,,,85
